trans_hour,purchase_category,city_population,purchase_city_lat,purchase_city_long,amount,age,occupation,merchant_name,is_fraud
19,0,299480,45.6892,-122.6616,22.46,34,153,39,0
19,6,337,38.2427,-122.9145,151.39,65,126,111,0
19,0,565,39.7532,-105.6356,81.91,41,116,125,0
19,5,6703,38.3511,-91.4867,17.7,21,123,161,0
19,7,271,39.7417,-93.6289,30.18,47,106,243,0
19,10,320420,39.5994,-105.0044,75.63,44,160,213,0
19,5,1631,40.1362,-95.2138,52.87,66,49,441,0
19,10,110,44.6873,-104.4414,67.82,46,2,488,0
19,12,1019,36.7154,-89.6287,245.54,40,46,14,0
19,6,589,41.6125,-122.5258,15.4,74,149,209,0
19,13,1302,45.8289,-118.4971,508.01,43,78,372,0
19,7,198,38.046,-122.1866,14.89,60,51,281,0
19,6,6703,38.3511,-91.4867,29.96,21,123,542,0
19,5,1312922,33.8155,-112.1202,29.03,20,75,669,0
19,5,276,40.7268,-124.2174,56.2,90,31,100,0
19,7,85,48.34,-122.3456,23.46,35,29,678,0
19,7,35371,41.4247,-105.4781,108.69,31,27,95,0
19,1,14871,48.4786,-122.3345,79.93,45,136,521,0
19,10,35371,41.4247,-105.4781,18.76,31,27,239,0
20,5,525713,38.8881,-104.6556,38.95,27,119,67,0
20,10,94014,38.4549,-122.2564,26.53,34,48,585,0
20,6,84106,43.6498,-116.4306,212.7,48,104,360,0
20,13,2078,41.71,-111.9817,1288.1,56,31,118,0
20,7,207,39.6171,-102.4776,38.75,64,124,156,0
20,10,493,40.2967,-98.737,51.89,79,37,223,0
20,12,565,39.7532,-105.6356,154.81,41,116,56,0
20,1,1139,40.507,-123.9743,90.72,68,44,493,0
20,11,2368,38.7897,-93.8702,9.53,30,83,144,0
20,6,271,39.7417,-93.6289,13.24,47,106,421,0
21,0,832,38.5234,-120.6763,70.78,32,99,302,0
21,10,35705,34.1092,-117.7183,47.03,63,162,603,0
21,11,973849,37.3304,-121.7913,994.92,64,145,642,1
21,10,759,35.2563,-111.95,40.36,62,20,539,0
21,6,11256,39.047,-122.9328,10.66,47,131,568,0
21,9,310,35.0203,-106.5503,4.8,41,36,383,0
21,5,61,39.3199,-106.6596,17.09,80,138,72,0
21,11,2872,33.2887,-111.0985,1.41,32,128,144,0
21,12,35371,41.4247,-105.4781,5.24,31,27,200,0
21,11,123373,39.1412,-94.3515,488.23,27,18,225,0
21,6,151815,38.2352,-104.66,29.39,31,89,66,0
21,0,320420,39.5994,-105.0044,127.61,44,160,70,0
21,11,1789,41.1558,-101.136,1.37,37,103,167,0
21,10,8874,33.3305,-105.6933,40.99,19,109,600,0
21,13,84106,43.6498,-116.4306,5.82,48,104,51,0
21,6,633,37.7773,-119.0825,121.0,92,94,340,0
21,5,54287,33.7467,-117.1721,73.34,47,5,352,0
21,9,2368,38.7897,-93.8702,4.78,30,83,510,0
21,6,565,39.7532,-105.6356,77.99,41,116,209,0
21,7,14871,48.4786,-122.3345,61.93,45,136,344,0
21,12,3684,46.1966,-118.9017,29.62,38,121,514,0
22,11,2202,41.0233,-98.9041,1062.95,45,35,665,1
22,0,895,47.2271,-117.0819,84.28,20,69,430,0
22,6,149,48.8878,-118.2105,51.39,41,148,580,0
22,5,8874,33.3305,-105.6933,75.3,19,109,336,0
22,1,206,40.9207,-96.168,3.83,52,97,175,0
22,11,1312922,33.8155,-112.1202,2.73,20,75,49,0
22,7,525713,38.8881,-104.6556,39.54,27,119,550,0
22,12,2202,41.0233,-98.9041,770.94,45,35,157,1
22,11,1745,41.6414,-96.5232,3.83,46,10,221,0
22,5,381459,37.7878,-122.1884,2.97,45,53,384,0
22,11,28278,45.3099,-122.9685,5.11,42,142,123,0
22,0,84106,43.6498,-116.4306,27.8,48,104,453,0
22,10,206,40.9207,-96.168,65.42,52,97,170,0
22,9,84106,43.6498,-116.4306,15.16,48,104,279,0
22,10,6703,38.3511,-91.4867,4.63,21,123,213,0
22,6,2872,33.2887,-111.0985,26.43,32,128,522,0
22,7,241,42.73,-104.7024,124.4,39,82,672,0
22,5,100,41.0539,-106.0763,127.81,45,137,18,0
22,12,50489,47.4974,-122.0107,8.91,35,127,292,0
22,10,27971,41.606,-109.23,88.72,35,120,556,0
22,5,241,37.3272,-91.0243,15.55,45,105,569,0
22,5,5662,35.7206,-108.0271,121.77,30,98,610,0
22,0,895,47.2271,-117.0819,68.59,20,69,125,0
22,10,1645,43.0048,-108.8964,3.17,33,102,9,0
23,5,11256,39.047,-122.9328,84.15,47,131,646,0
23,8,973849,37.3304,-121.7913,816.89,64,145,190,1
23,5,614,41.1832,-96.9882,17.73,52,52,610,0
23,5,633,37.7773,-119.0825,175.34,92,94,68,0
23,0,2202,41.0233,-98.9041,510.59,45,35,491,1
23,12,46,38.9999,-109.615,2.72,32,37,31,0
23,0,964,39.7795,-93.3014,72.62,45,157,660,0
23,10,2383912,34.0443,-118.2509,27.77,60,22,687,0
23,1,895,47.2271,-117.0819,5.09,20,69,96,0
23,4,973849,37.3304,-121.7913,307.5,64,145,483,1
23,6,1252,44.9897,-122.6187,12.54,82,17,205,0
23,10,635,41.6423,-104.1974,83.94,46,134,464,0
23,6,84106,43.6498,-116.4306,20.99,48,104,291,0
23,13,17047,33.5494,-111.9565,5.92,84,55,363,0
23,7,841711,45.5303,-122.7033,35.16,56,12,281,0
23,6,9587,44.8021,-122.7624,56.94,51,11,331,0
23,8,973849,37.3304,-121.7913,790.35,64,145,134,1
23,7,1517,40.8731,-96.1528,3.29,68,78,541,0
23,5,85,48.34,-122.3456,14.2,35,29,195,0
23,10,2368,38.7897,-93.8702,3.71,30,83,239,0
23,10,308,41.5403,-122.9366,5.61,61,56,434,0
23,6,1789,41.1558,-101.136,27.08,37,103,359,0
23,11,2202,41.0233,-98.9041,1065.43,45,35,463,1
0,4,19408,43.0351,-108.2024,56.99,26,23,526,0
0,11,276,40.7268,-124.2174,74.26,90,31,123,0
0,4,151815,38.2352,-104.66,76.64,31,89,471,0
0,3,1288,45.671,-121.8686,26.96,83,54,394,0
0,4,467,38.5319,-93.9221,121.16,69,47,326,0
0,4,54287,33.7467,-117.1721,221.79,47,5,238,0
0,4,973849,37.3304,-121.7913,306.81,64,145,570,1
0,2,973849,37.3304,-121.7913,12.57,64,145,555,1
0,4,73,41.4193,-99.3844,324.87,84,133,544,1
0,11,3805,40.4815,-92.9951,31.64,69,21,498,0
0,2,1063,41.6964,-96.9858,62.23,91,140,145,0
0,12,276,40.7268,-124.2174,2.63,90,31,351,0
0,4,107941,37.6787,-122.478,184.52,28,3,537,0
0,8,61,39.3199,-106.6596,21.84,80,138,119,0
1,4,584,47.4852,-120.4158,113.07,50,115,518,0
1,4,467,38.5319,-93.9221,139.14,69,47,282,0
1,9,1302,45.8289,-118.4971,30.25,43,78,206,0
1,9,198,38.046,-122.1866,146.86,60,51,278,0
1,8,899,32.9396,-105.8189,6.32,52,123,525,0
1,4,381459,37.7878,-122.1884,51.87,45,53,234,0
1,4,1139,40.507,-123.9743,98.24,68,44,503,0
1,8,129,44.6255,-116.4493,5.99,54,58,511,0
1,4,258,37.7175,-112.4777,135.7,58,91,450,0
1,9,331,40.4542,-98.6538,4.11,69,154,230,0
1,2,597,43.7575,-122.481,63.23,58,87,274,0
1,3,73,41.4193,-99.3844,16.44,84,133,283,1
1,11,584,47.4852,-120.4158,745.54,50,115,642,0
1,4,973849,37.3304,-121.7913,277.53,64,145,174,1
1,9,602,40.029,-93.1607,7.76,65,77,435,0
1,2,518429,41.2064,-95.9953,83.81,24,36,333,0
1,2,198,38.046,-122.1866,62.17,60,51,584,0
1,2,732,40.201,-98.0684,73.68,63,156,303,0
1,8,602,40.029,-93.1607,6.57,65,77,263,0
1,11,1631,40.1362,-95.2138,115.16,66,49,144,0
1,4,94014,38.4549,-122.2564,202.61,34,48,595,0
1,11,566,42.277,-97.1926,83.23,44,117,361,0
2,4,1312922,33.5623,-112.0559,194.84,38,74,549,0
2,12,4878,20.0827,-155.488,6.38,53,129,658,0
2,3,1302,45.8289,-118.4971,57.22,43,78,422,0
2,8,299480,45.6892,-122.6616,45.54,34,153,328,0
2,3,302,40.3207,-110.436,65.97,29,30,590,0
2,3,73,41.4193,-99.3844,13.2,84,133,193,1
2,8,129,44.6255,-116.4493,106.36,54,58,47,0
2,2,198,38.046,-122.1866,68.38,60,51,584,0
2,4,464,39.2048,-94.0259,156.44,60,70,381,0
2,8,1241364,33.0067,-117.069,205.29,60,61,259,0
3,3,641,42.8801,-117.281,51.16,26,80,653,0
3,9,1201,36.6704,-93.0377,30.99,39,9,436,0
3,2,28278,45.3099,-122.9685,72.01,42,142,274,0
3,4,85,48.34,-122.3456,97.21,35,29,444,0
3,4,633,37.7773,-119.0825,148.01,92,94,122,0
3,9,27971,41.606,-109.23,175.13,35,120,268,0
3,2,2016,44.2415,-121.0113,99.64,66,110,150,0
3,3,964,39.7795,-93.3014,53.96,45,157,485,0
3,2,2078,41.71,-111.9817,50.02,56,31,461,0
3,2,732,40.201,-98.0684,52.68,63,156,305,0
3,2,84106,43.6498,-116.4306,73.84,48,104,389,0
3,4,107941,37.6787,-122.478,198.81,28,3,460,0
3,4,1847,38.2911,-92.7059,132.25,31,152,459,0
3,4,463,40.4591,-98.5551,116.15,71,25,238,0
3,2,42384,40.3928,-111.7941,65.55,27,90,482,0
4,2,241,37.3272,-91.0243,59.89,45,105,416,0
4,9,525713,38.8881,-104.6556,12.17,27,119,435,0
4,2,597,43.7575,-122.481,65.03,58,87,387,0
4,11,832,38.5234,-120.6763,91.03,32,99,180,0
4,4,320420,39.5994,-105.0044,223.68,44,160,450,0
4,11,1302,45.8289,-118.4971,83.43,43,78,523,0
4,4,1847,38.2911,-92.7059,129.23,31,152,595,0
5,3,149,48.8878,-118.2105,50.48,41,148,306,0
5,4,320420,39.5994,-105.0044,188.19,44,160,639,0
5,8,641349,35.1506,-106.569,9.75,43,65,60,0
5,2,337,38.2427,-122.9145,54.46,65,126,296,0
5,2,241,37.3272,-91.0243,77.86,45,105,274,0
5,11,331,40.4542,-98.6538,5.53,69,154,433,0
5,4,190249,33.6773,-118.0051,205.25,43,42,460,0
5,4,142,40.6267,-96.7456,121.97,52,64,88,0
5,1,92337,39.8854,-105.1139,95.73,52,15,2,0
5,2,1288,45.671,-121.8686,60.81,83,54,648,0
5,3,5662,35.7206,-108.0271,44.74,30,98,304,0
5,11,129,44.6255,-116.4493,4.25,54,58,212,0
5,11,3805,40.4815,-92.9951,4.63,69,21,528,0
5,4,525713,38.8881,-104.6556,194.55,27,119,224,0
6,11,60,45.0838,-120.6649,7.21,77,118,192,0
6,0,471,43.0172,-111.0292,52.84,52,8,613,0
6,2,151815,38.2352,-104.66,54.43,31,89,48,0
6,4,17047,33.5494,-111.9565,97.25,84,55,477,0
6,9,54287,33.7467,-117.1721,83.01,47,5,210,0
6,2,760,36.7651,-94.0492,54.53,34,135,355,0
6,3,1312922,33.5623,-112.0559,97.32,38,74,622,0
6,3,2368,38.7897,-93.8702,44.68,30,83,187,0
6,2,757530,38.5662,-121.3286,65.91,40,112,415,0
6,9,964,39.7795,-93.3014,39.44,45,157,188,0
6,4,895,47.2271,-117.0819,73.06,20,69,444,0
6,8,217,42.825,-124.4409,1.82,91,143,457,0
6,2,258,37.7175,-112.4777,51.85,58,91,416,0
7,2,85,48.34,-122.3456,38.64,35,29,555,0
7,11,1631,40.1362,-95.2138,66.07,66,49,167,0
7,2,85,48.34,-122.3456,61.85,35,29,251,0
7,2,271,39.7417,-93.6289,66.1,47,106,73,0
7,4,46,38.9999,-109.615,105.56,32,37,526,0
7,12,142,40.6267,-96.7456,8.29,52,64,138,0
7,4,308,41.5403,-122.9366,132.47,61,56,327,0
7,2,151815,38.2352,-104.66,40.1,31,89,37,0
7,4,172817,34.1556,-118.2322,56.94,37,45,173,0
7,4,206,40.9207,-96.168,124.93,52,97,19,0
7,12,191096,44.0385,-123.0614,6.2,55,33,8,0
7,4,85,48.34,-122.3456,70.51,35,29,639,0
7,12,17047,33.5494,-111.9565,9.4,84,55,400,0
7,4,606,36.6659,-105.4694,101.04,31,36,326,0
8,4,123,36.4992,-120.0936,96.88,46,79,173,0
8,3,105549,33.9056,-118.0818,58.44,46,86,304,0
8,2,17047,33.5494,-111.9565,59.57,84,55,73,0
8,9,45303,33.615,-117.7114,3.17,50,144,581,0
8,4,129,44.6255,-116.4493,156.52,54,58,549,0
8,2,84861,39.5102,-104.7216,65.26,87,114,415,0
8,8,247,36.1486,-105.6648,12.15,58,50,479,0
8,2,1252,44.9897,-122.6187,60.41,82,17,150,0
8,4,145,64.7556,-165.6723,116.36,80,1,526,0
8,9,1201,36.6704,-93.0377,28.06,39,9,516,0
8,11,1420,43.921,-122.7806,5.15,54,149,631,0
8,3,73,41.4193,-99.3844,12.95,84,133,456,1
8,2,1631,40.1362,-95.2138,41.34,66,49,415,0
9,4,1847,38.2911,-92.7059,90.74,31,152,71,0
9,12,191096,44.0385,-123.0614,6.52,55,33,446,0
9,4,84106,43.6498,-116.4306,184.27,48,104,326,0
9,2,1631,40.1362,-95.2138,68.63,66,49,248,0
9,2,1312922,33.8155,-112.1202,53.58,20,75,214,0
9,8,331,40.4542,-98.6538,203.61,69,154,663,0
9,3,2368,38.7897,-93.8702,64.73,30,83,593,0
9,2,973849,37.3304,-121.7913,8.25,64,145,73,1
9,1,389246,39.6662,-104.835,34.74,50,32,450,0
9,0,233717,33.8419,-117.6043,1.64,53,162,429,0
9,12,61,39.3199,-106.6596,1.44,80,138,426,0
9,2,1789,41.1558,-101.136,64.75,37,103,389,0
9,11,1063,41.6964,-96.9858,10.72,91,140,79,0
9,4,760,36.7651,-94.0492,135.52,34,135,599,0
9,2,4161,47.9657,-116.868,93.88,62,135,648,0
10,2,8874,33.3305,-105.6933,64.87,19,109,648,0
10,12,4677,33.7163,-116.3381,5.22,64,108,524,0
10,12,35705,34.1092,-117.7183,5.13,63,162,8,0
10,0,1241364,33.0067,-117.069,4.3,60,61,316,0
10,2,142,40.6267,-96.7456,61.64,52,64,512,0
10,2,1631,40.1362,-95.2138,71.44,66,49,293,0
10,2,1530,45.5197,-123.8761,80.25,33,70,333,0
11,2,8874,33.3305,-105.6933,59.49,19,109,140,0
11,4,3684,46.1966,-118.9017,191.1,38,121,367,0
11,2,92043,34.0287,-118.4924,110.64,58,4,189,0
11,9,320420,39.5994,-105.0044,105.63,44,160,348,0
11,4,1745,41.6414,-96.5232,125.65,46,10,122,0
11,11,308,41.5403,-122.9366,1.04,61,56,177,0
11,2,4161,47.9657,-116.868,75.03,62,135,389,0
11,2,1312922,33.5623,-112.0559,86.67,38,74,139,0
11,2,899,32.9396,-105.8189,109.35,52,123,233,0
12,12,1745,41.6414,-96.5232,6.82,46,10,202,0
12,7,8874,33.3305,-105.6933,13.35,19,109,299,0
12,7,149,48.8878,-118.2105,17.24,41,148,156,0
12,6,7268,34.9889,-106.0609,15.0,31,41,633,0
12,11,92608,38.577,-90.5255,3.58,18,14,143,0
12,6,463,40.4591,-98.5551,204.59,71,25,638,0
12,5,54287,33.7467,-117.1721,196.72,47,5,109,0
12,1,493,40.2967,-98.737,234.63,79,37,388,0
12,6,1241364,33.0067,-117.069,92.9,60,61,207,0
12,0,1517,40.8731,-96.1528,13.26,68,78,531,0
12,8,973849,37.3304,-121.7913,6.24,22,91,439,0
12,7,129,44.6255,-116.4493,115.61,54,58,371,0
12,13,54287,33.7467,-117.1721,9.2,47,5,417,0
12,4,1312922,33.8155,-112.1202,60.73,20,75,238,0
12,6,899,32.9396,-105.8189,70.96,52,123,486,0
12,1,732,40.201,-98.0684,8.03,63,156,447,0
12,11,27971,41.606,-109.23,47.79,35,120,463,0
13,6,899,32.9396,-105.8189,9.67,52,123,633,0
13,6,198,38.046,-122.1866,8.27,60,51,250,0
13,7,299480,45.6892,-122.6616,124.68,34,153,659,0
13,5,518429,41.2064,-95.9953,59.17,24,36,161,0
13,7,589,41.6125,-122.5258,84.49,74,149,598,0
13,1,122111,39.8422,-105.1097,8.43,32,96,341,0
13,6,60,45.0838,-120.6649,11.94,77,118,605,0
13,6,85,48.34,-122.3456,98.79,35,29,137,0
13,12,973849,37.3304,-121.7913,6.09,22,91,428,0
13,6,648,40.7692,-103.0968,45.73,50,72,291,0
13,7,1139,40.507,-123.9743,22.24,68,44,601,0
13,12,1661,33.6401,-116.5567,1469.4,31,43,548,0
14,6,4677,33.7163,-116.3381,41.41,64,108,508,0
14,10,1925,32.274,-104.0914,61.55,67,82,692,0
14,12,149,48.8878,-118.2105,3.1,41,148,597,0
14,11,320420,39.5994,-105.0044,187.14,44,160,361,0
14,8,85,48.34,-122.3456,1.51,35,29,673,0
14,0,545147,38.9621,-94.5959,6.49,32,76,70,0
14,0,5662,35.7206,-108.0271,9.67,30,98,256,0
14,10,805,40.1959,-92.4333,112.14,49,132,113,0
14,6,519,40.4931,-91.8912,71.28,53,158,209,0
14,6,233717,33.8419,-117.6043,46.42,53,162,22,0
14,10,2383912,34.0443,-118.2509,1.64,60,22,529,0
14,10,206,40.9207,-96.168,22.13,52,97,369,0
14,10,35705,34.1092,-117.7183,42.8,63,162,80,0
14,5,7268,34.9889,-106.0609,51.93,31,41,384,0
14,6,5662,35.7206,-108.0271,86.12,30,98,220,0
14,5,320420,39.5994,-105.0044,109.1,44,160,336,0
14,12,105549,33.9056,-118.0818,9.38,46,86,185,0
14,13,1288,45.671,-121.8686,1.85,83,54,443,0
14,12,525713,38.8881,-104.6556,9.22,27,119,265,0
14,7,233717,33.8419,-117.6043,192.18,53,162,211,0
14,10,471,43.0172,-111.0292,36.61,52,8,223,0
14,1,3684,46.1966,-118.9017,44.27,38,121,635,0
14,12,1312922,33.5623,-112.0559,1.95,38,74,411,0
14,0,7268,34.9889,-106.0609,68.23,31,41,321,0
15,7,308,41.5403,-122.9366,49.71,61,56,368,0
15,6,641,42.8801,-117.281,67.07,26,80,205,0
15,0,3684,46.1966,-118.9017,496.0,38,121,163,0
15,7,467,38.5319,-93.9221,61.0,69,47,541,0
15,5,123373,39.1412,-94.3515,72.77,27,18,669,0
15,11,151815,38.2352,-104.66,23.35,31,89,403,0
15,6,8874,33.3305,-105.6933,20.65,19,109,35,0
15,1,19408,43.0351,-108.2024,14.52,26,23,664,0
15,10,42384,40.3928,-111.7941,75.36,27,90,629,0
15,7,545147,38.9621,-94.5959,46.65,32,76,275,0
15,6,123373,39.1412,-94.3515,56.25,27,18,359,0
15,0,151815,38.2352,-104.66,91.4,31,89,531,0
15,12,760,36.7651,-94.0492,2.32,34,135,5,0
15,6,107941,37.6787,-122.478,130.28,28,3,542,0
15,12,9772,38.5677,-109.5271,5.72,30,111,636,0
15,12,895,47.2271,-117.0819,153.75,20,69,351,0
15,6,198,38.046,-122.1866,56.51,60,51,209,0
15,10,129,44.6255,-116.4493,28.6,54,58,152,0
15,1,602,40.029,-93.1607,93.76,65,77,448,0
15,6,105549,33.9056,-118.0818,136.21,46,86,633,0
15,10,1288,45.671,-121.8686,70.47,83,54,529,0
15,0,467,38.5319,-93.9221,24.34,69,47,215,0
15,5,18408,35.9866,-106.0654,37.44,47,95,646,0
15,0,1645,43.0048,-108.8964,73.26,43,88,277,0
15,10,308,41.5403,-122.9366,117.66,61,56,80,0
15,7,1645,43.0048,-108.8964,56.92,43,88,672,0
15,8,973849,37.3304,-121.7913,8.35,22,91,385,0
16,9,172817,34.1556,-118.2322,6.33,37,45,510,0
16,6,1241364,32.7185,-117.1593,17.44,32,73,267,0
16,6,92337,39.8854,-105.1139,13.42,52,15,120,0
16,1,84106,43.6498,-116.4306,43.68,48,104,294,0
16,6,302,40.3207,-110.436,15.99,29,30,522,0
16,10,84106,43.6498,-116.4306,37.67,48,104,354,0
16,12,73,41.4193,-99.3844,839.35,84,133,7,1
16,7,18408,35.9866,-106.0654,4.03,47,95,592,0
16,12,1312922,33.5623,-112.0559,7.9,38,74,231,0
16,10,260,43.7857,-124.1437,16.16,63,16,603,0
16,9,271,39.7417,-93.6289,69.23,47,106,520,0
16,7,217,42.825,-124.4409,18.18,91,143,281,0
16,6,241,42.73,-104.7024,118.52,39,82,674,0
16,12,973849,37.3304,-121.7913,9.55,22,91,202,0
16,10,509,41.4972,-98.7858,44.67,39,24,239,0
16,6,1789,41.1558,-101.136,21.94,37,103,605,0
16,11,104,40.3406,-120.2824,9.87,30,39,236,0
16,10,54287,33.7467,-117.1721,19.72,47,5,692,0
16,6,35439,38.4305,-90.387,36.2,34,106,246,0
16,6,464,39.2048,-94.0259,10.52,60,70,568,0
16,0,641,42.8801,-117.281,67.31,26,80,429,0
16,12,18408,35.9866,-106.0654,9.63,47,95,636,0
17,7,61,39.3199,-106.6596,57.94,80,138,681,0
17,10,1749,41.366,-98.0054,100.73,46,38,232,0
17,11,92608,38.577,-90.5255,3.22,18,14,365,0
17,12,110,44.6873,-104.4414,141.47,46,2,559,0
17,13,18408,35.9866,-106.0654,6.67,47,95,222,0
17,10,45303,33.615,-117.7114,3.68,50,144,213,0
17,5,217,42.825,-124.4409,7.25,91,143,612,0
17,6,320420,39.5994,-105.0044,92.01,44,160,246,0
17,7,1201,36.6704,-93.0377,49.68,39,9,371,0
17,6,565,39.7532,-105.6356,79.98,41,116,250,0
17,12,3684,46.1966,-118.9017,22.92,38,121,514,0
17,10,606,36.6659,-105.4694,84.21,31,36,434,0
17,1,760,36.7651,-94.0492,12.74,34,135,4,0
17,5,7268,34.9889,-106.0609,17.77,31,41,83,0
17,6,7268,34.9889,-106.0609,78.4,31,41,360,0
17,13,129,44.6255,-116.4493,2.12,54,58,269,0
17,7,641,42.8801,-117.281,50.17,26,80,29,0
17,10,1019,36.7154,-89.6287,2.31,40,46,335,0
17,7,149,48.8878,-118.2105,20.77,41,148,640,0
17,9,606,36.6659,-105.4694,422.79,31,36,319,0
18,6,4154,42.1808,-112.262,19.04,57,122,205,0
18,10,54287,33.7467,-117.1721,65.75,47,5,529,0
18,1,565,39.7532,-105.6356,57.99,41,116,103,0
18,6,923,35.4311,-105.9409,51.49,55,138,376,0
18,6,1241364,33.0067,-117.069,62.62,60,61,137,0
18,12,107941,37.6787,-122.478,234.37,28,3,8,0
18,6,92608,38.577,-90.5255,85.24,18,14,340,0
18,0,92608,38.577,-90.5255,110.21,18,14,645,0
18,7,8874,33.3305,-105.6933,8.47,19,109,572,0
18,5,2016,44.2415,-121.0113,79.5,66,110,124,0
18,0,27971,41.606,-109.23,73.87,35,120,531,0
18,6,50489,47.4974,-122.0107,58.25,35,127,331,0
18,12,1241364,32.7185,-117.1593,1.22,32,73,31,0
18,13,1847,38.2911,-92.7059,5.85,31,152,298,0
18,1,5662,35.7206,-108.0271,100.91,30,98,664,0
18,0,84106,43.6498,-116.4306,445.83,48,104,256,0
19,13,8874,33.3305,-105.6933,2.26,19,109,298,0
19,0,320420,39.5994,-105.0044,24.94,44,160,171,0
19,10,27971,41.606,-109.23,66.76,35,120,567,0
19,6,191096,44.0385,-123.0614,8.44,55,33,35,0
19,12,85,48.34,-122.3456,2.44,35,29,419,0
19,6,1312922,33.8155,-112.1202,182.77,20,75,137,0
19,12,1645,43.0048,-108.8964,2.77,33,102,323,0
19,7,602,40.029,-93.1607,1.38,65,77,299,0
19,13,1312922,33.8155,-112.1202,8.26,20,75,662,0
19,11,2368,38.7897,-93.8702,8.87,30,83,347,0
19,6,2368,38.7897,-93.8702,41.62,30,83,605,0
19,6,258,37.7175,-112.4777,100.01,58,91,638,0
19,7,1847,38.2911,-92.7059,224.0,31,152,571,0
19,11,34882,34.3795,-118.523,427.48,48,93,225,0
19,10,258,37.7175,-112.4777,14.63,58,91,213,0
19,7,589,41.6125,-122.5258,8.09,74,149,592,0
19,6,105549,33.9056,-118.0818,54.63,46,86,522,0
20,0,35371,41.4247,-105.4781,27.06,31,27,660,0
20,12,302,40.3207,-110.436,7.41,29,30,650,0
20,10,1631,40.1362,-95.2138,44.67,66,49,567,0
20,5,759,46.7531,-121.9898,121.42,63,159,336,0
20,5,142,40.6267,-96.7456,1.95,52,64,124,0
20,9,1645,43.0048,-108.8964,8.5,33,102,286,0
20,6,1019,36.7154,-89.6287,113.79,40,46,685,0
20,6,126,34.298,-114.156,99.96,27,113,421,0
20,6,927396,38.6171,-90.4504,12.7,59,125,508,0
20,6,1420,43.921,-122.7806,137.89,54,149,376,0
20,6,299480,45.6892,-122.6616,151.56,34,153,86,0
20,5,198,38.046,-122.1866,2.22,60,51,195,0
20,11,895,47.2271,-117.0819,58.97,20,69,1,0
20,6,633,37.7773,-119.0825,2.6,92,94,641,0
20,10,1847,38.2911,-92.7059,7.54,31,152,464,0
20,0,60,45.0838,-120.6649,28.63,77,118,215,0
20,10,331,40.4542,-98.6538,29.85,69,154,585,0
20,12,1749,41.366,-98.0054,4.6,46,38,527,0
20,12,85,48.34,-122.3456,9.14,35,29,428,0
20,6,206,40.9207,-96.168,79.8,52,97,250,0
20,5,1517,40.8731,-96.1528,86.53,68,78,345,0
20,10,1749,41.366,-98.0054,37.62,46,38,567,0
20,7,241,42.73,-104.7024,90.7,39,82,592,0
21,1,207,39.6171,-102.4776,21.17,64,124,341,0
21,6,633,37.7773,-119.0825,22.76,92,94,619,0
21,0,14871,48.4786,-122.3345,49.08,45,136,135,0
21,10,198,38.046,-122.1866,50.77,60,51,676,0
21,7,641349,35.0561,-106.5506,103.84,52,59,501,0
21,11,310,35.0203,-106.5503,5.49,41,36,89,0
21,0,27971,41.606,-109.23,122.27,35,120,451,0
21,5,84861,39.5102,-104.7216,3.16,87,114,373,0
21,13,61,39.3199,-106.6596,5.8,80,138,149,0
21,6,85,48.34,-122.3456,18.71,35,29,638,0
21,11,1312922,33.5623,-112.0559,916.48,38,74,93,0
21,12,320420,39.5994,-105.0044,3.76,44,160,506,0
21,13,3805,40.4815,-92.9951,2.5,69,21,112,0
21,11,1789,41.1558,-101.136,7.92,37,103,403,0
21,7,241,37.3272,-91.0243,22.65,45,105,253,0
21,6,927396,38.6171,-90.4504,44.69,59,125,82,0
21,6,895,47.2271,-117.0819,61.34,20,69,522,0
21,1,1312922,33.8155,-112.1202,9.16,20,75,4,0
21,6,241,37.3272,-91.0243,7.87,45,105,267,0
21,12,100,41.0539,-106.0763,8.23,45,137,11,0
21,12,5662,35.7206,-108.0271,4.74,30,98,400,0
21,0,50489,47.4974,-122.0107,7.84,35,127,315,0
21,7,302,40.3207,-110.436,19.44,29,30,571,0
21,7,84861,39.5102,-104.7216,72.16,87,114,211,0
22,1,207,39.6171,-102.4776,60.52,64,124,94,0
22,12,1312922,33.5623,-112.0559,57.78,38,74,428,0
22,5,92608,38.577,-90.5255,4.4,18,14,320,0
22,5,191096,44.0385,-123.0614,45.8,55,33,374,0
22,6,641,42.8801,-117.281,78.51,26,80,129,0
22,12,320420,39.5994,-105.0044,350.2,44,160,5,0
22,0,519,40.4931,-91.8912,24.8,53,158,256,0
22,5,4154,42.1808,-112.262,1.18,57,122,226,0
22,1,895,47.2271,-117.0819,2.67,20,69,614,0
22,11,760,36.7651,-94.0492,2.2,34,135,463,0
22,0,3684,46.1966,-118.9017,135.98,38,121,362,0
22,5,145,64.7556,-165.6723,44.73,80,1,577,0
22,10,973849,37.3304,-121.7913,31.9,22,91,170,0
22,12,1930,41.9404,-124.1587,3.96,36,161,56,0
22,12,973849,37.3304,-121.7913,969.64,64,145,247,1
22,10,241,42.73,-104.7024,4.07,39,82,533,0
22,7,964,39.7795,-93.3014,55.13,45,157,243,0
22,8,302,40.3207,-110.436,2.46,29,30,13,0
22,5,760,36.7651,-94.0492,44.78,34,135,669,0
22,7,606,36.6659,-105.4694,53.07,31,36,672,0
22,5,1312922,33.5623,-112.0559,96.19,38,74,68,0
22,7,129,44.6255,-116.4493,7.79,54,58,115,0
